Sample,Box_Type,Channel,Quality,Usability,Reason,Baseline_Std,Noise_to_Signal,Mean_Resistance,High_Freq_Noise,Has_Drift
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T11,DEAD,EXCLUDE,Sensor saturated or unstable,1209.9072110887096,0.029750182844598884,339915.54999999993,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T12,DEAD,EXCLUDE,Sensor saturated or unstable,48408.684114038646,0.03504589472917326,8931512.974358974,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T13,DEAD,EXCLUDE,Sensor saturated or unstable,43116.04580498334,0.05541010813799222,11693305.217948718,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T14,DEAD,EXCLUDE,Sensor saturated or unstable,27719.677536753727,0.029608144189444897,6992279.102564103,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T15,DEAD,EXCLUDE,Sensor saturated or unstable,272513.5860878207,0.13432599124574401,35509662.87179487,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T16,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T17,POOR,MARGINAL,Significant drift persists after baseline correction,0.6005133799046499,0.014505154103942063,1239.9384615384618,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T18,POOR,MARGINAL,Significant drift persists after baseline correction,148.25396425278316,0.0729739930364124,137628.30897435898,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T19,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T20,POOR,MARGINAL,Significant drift persists after baseline correction,296.938979714036,0.2495914766025147,50792.3923076923,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T21,DEAD,EXCLUDE,Sensor saturated or unstable,260087.03778852467,0.15441884193070854,14879286.525641026,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T22,DEAD,EXCLUDE,Sensor saturated or unstable,29370.651995527118,0.2706049733779917,6088931.525641026,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T23,DEAD,EXCLUDE,Sensor saturated or unstable,56057.16103042399,0.11894207280833777,27243183.307692308,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T24,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T25,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T26,DEAD,EXCLUDE,Sensor saturated or unstable,69934502.78861538,0.25405839063894586,96853395.8974359,0.0,True
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T27,POOR,EXCLUDE,Resistance too low (100Ω < 1kΩ) - not sensitive,0.0,0.0,99.9948717948718,0.0,False
UNKNOWN071106_014919_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T28,POOR,MARGINAL,Significant drift persists after baseline correction,573.7861339384327,0.25117585971738826,999250.5615384611,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T1,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T2,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T3,POOR,MARGINAL,Significant drift persists after baseline correction,263.1668441523484,0.11086310731836659,130772.2625,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T4,DEAD,EXCLUDE,Sensor saturated or unstable,479741.4133238864,0.1741083978270761,29067560.125,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T5,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T6,POOR,MARGINAL,Significant drift persists after baseline correction,51.9619005725441,0.13915881245991027,20652.525,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T7,POOR,MARGINAL,Significant drift persists after baseline correction,4.113379465232936,0.12242200789347335,1679.41875,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T8,DEAD,EXCLUDE,Sensor saturated or unstable,128421.85884186803,0.058827452738477705,23542090.5,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T9,POOR,MARGINAL,Significant drift persists after baseline correction,3.8892729969036757,0.12921172747145307,1194.7625,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T10,POOR,MARGINAL,Significant drift persists after baseline correction,2.404198078939802,0.22897124561113377,1949.45,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T11,DEAD,EXCLUDE,Sensor saturated or unstable,181279.318875392,0.1203135776489027,4167918.175,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T12,DEAD,EXCLUDE,Sensor saturated or unstable,34116.38863590779,0.10887786368691357,4444116.25,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T13,DEAD,EXCLUDE,Sensor saturated or unstable,12923.744633440829,0.02164581928539385,8562591.6875,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T14,DEAD,EXCLUDE,Sensor saturated or unstable,15014.987437192962,0.021237711130384605,7080483.5,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T15,DEAD,EXCLUDE,Sensor saturated or unstable,288113.112680864,0.24756622175017656,33062911.125,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T16,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T17,POOR,MARGINAL,Significant drift persists after baseline correction,3.850728646777263,0.12584080544982648,1356.9,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T18,POOR,MARGINAL,Significant drift persists after baseline correction,223.6587350222118,0.10959365691013354,129075.83125,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T19,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T20,POOR,MARGINAL,Significant drift persists after baseline correction,253.98424815822716,0.11239235691575165,100372.35625000001,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T21,DEAD,EXCLUDE,Sensor saturated or unstable,128018.6915461957,0.08175281274582655,25993034.125,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T22,DEAD,EXCLUDE,Sensor saturated or unstable,9551.850306436052,0.16751901202985006,6315309.4375,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T23,DEAD,EXCLUDE,Sensor saturated or unstable,278461.38621216407,0.16047501787205634,45873498.75,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T24,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T25,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T26,DEAD,EXCLUDE,Sensor saturated or unstable,2733151.53772558,0.349400636342501,46805947.5,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T27,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,99.99375,0.0,True
UNKNOWN950104_041744_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T28,POOR,MARGINAL,Significant drift persists after baseline correction,108.52919372512362,0.4114071028243492,999595.35625,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T1,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T2,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T3,DEAD,EXCLUDE,Sensor saturated or unstable,3588.184085350293,0.22957031896035,133005.15625,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T4,DEAD,EXCLUDE,Sensor saturated or unstable,104773.02317727714,0.04181791240454924,31750289.625,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T5,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T6,POOR,MARGINAL,Significant drift persists after baseline correction,132.69069487701296,0.1336126219685825,22905.112500000003,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T7,POOR,MARGINAL,Significant drift persists after baseline correction,8.876687730761121,0.1295866822007031,1850.5875,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T8,DEAD,EXCLUDE,Sensor saturated or unstable,819980.5087966764,0.14442368801992467,32366311.375,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T9,POOR,MARGINAL,Significant drift persists after baseline correction,9.042947009963013,0.1327892365631387,1356.48125,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T10,POOR,MARGINAL,Significant drift persists after baseline correction,24.269555831901478,0.14044881847157084,2112.1625000000004,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T11,DEAD,EXCLUDE,Sensor saturated or unstable,83732.23138147056,0.09967748992921163,3945259.66875,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T12,DEAD,EXCLUDE,Sensor saturated or unstable,235242.7880564502,0.12491880721925407,5804281.4375,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T13,DEAD,EXCLUDE,Sensor saturated or unstable,218882.54165837273,0.11910581437185458,12064008.9375,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T14,DEAD,EXCLUDE,Sensor saturated or unstable,1031351.3147923787,0.14116831876697583,14819121.25,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T15,DEAD,EXCLUDE,Sensor saturated or unstable,315652.2564798167,0.23936841503055817,35690521.0,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T16,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T17,POOR,MARGINAL,Significant drift persists after baseline correction,10.377736670525785,0.13892552437097572,1522.5562499999999,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T18,POOR,MARGINAL,Significant drift persists after baseline correction,762.379557182679,0.1300656072989279,141645.225,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T19,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T20,POOR,MARGINAL,Significant drift persists after baseline correction,378.4318260928853,0.1630258157467242,103545.00625,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T21,DEAD,EXCLUDE,Sensor saturated or unstable,361647.32547866175,0.17490335894248665,30995815.125,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T22,DEAD,EXCLUDE,Sensor saturated or unstable,9577.315021461522,0.09441219837503893,6413089.75,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T23,DEAD,EXCLUDE,Sensor saturated or unstable,84857.34701487343,0.034692065389136224,49713592.5,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T24,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T25,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T26,DEAD,EXCLUDE,Sensor saturated or unstable,13596805.615568085,0.2836626585362106,51395102.25,0.0,True
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T27,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,100.0,0.0,False
UNKNOWN950104_041201_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T28,POOR,MARGINAL,Significant drift persists after baseline correction,61.92409062714774,0.21345774087256592,999578.69375,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T1,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T2,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T3,POOR,MARGINAL,Significant drift persists after baseline correction,70.61933994035446,0.04985481111214224,114367.87435897435,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T4,DEAD,EXCLUDE,Sensor saturated or unstable,59349.859220325845,0.09357486672499146,19886101.717948716,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T5,POOR,MARGINAL,Significant drift persists after baseline correction,78.01994242927076,0.1467367734234653,126518.62307692308,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T6,POOR,MARGINAL,Significant drift persists after baseline correction,8.952901453967296,0.029714243126333712,19956.54743589744,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T7,POOR,MARGINAL,Significant drift persists after baseline correction,0.23387864107265022,0.028178149526485986,1157.398717948718,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T8,DEAD,EXCLUDE,Sensor saturated or unstable,345589.97065219283,0.015473887712740468,110011286.46153846,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T9,POOR,MARGINAL,Significant drift persists after baseline correction,0.28720093140519826,0.07762187335065744,1154.5935897435897,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T10,POOR,MARGINAL,Significant drift persists after baseline correction,0.8949462662330577,0.1162267878209649,1988.921794871795,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T11,DEAD,EXCLUDE,Sensor saturated or unstable,471.9795387069768,0.017802822877127852,322353.18461538455,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T12,DEAD,EXCLUDE,Sensor saturated or unstable,35868.64649026722,0.029207901406190992,9277763.858974358,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T13,DEAD,EXCLUDE,Sensor saturated or unstable,15568.175539203141,0.019012940010262498,12927124.948717948,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T14,DEAD,EXCLUDE,Sensor saturated or unstable,12656.267382373773,0.011508271288282445,7581149.442307692,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T15,DEAD,EXCLUDE,Sensor saturated or unstable,342997.3041491883,0.1602752195503606,36866821.07692308,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T16,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T17,POOR,MARGINAL,Significant drift persists after baseline correction,0.3750925811642765,0.0286330214627035,1167.0461538461536,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T18,POOR,MARGINAL,Significant drift persists after baseline correction,52.21877337671774,0.02833510954295679,134946.45384615383,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T19,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T20,POOR,MARGINAL,Significant drift persists after baseline correction,175.1839826952483,0.15746874849009665,51158.33717948718,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T21,DEAD,EXCLUDE,Sensor saturated or unstable,152259.69553717365,0.12171963141659331,14672489.833333334,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T22,DEAD,EXCLUDE,Sensor saturated or unstable,22256.63464715278,0.167064885526381,6072800.493589744,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T23,DEAD,EXCLUDE,Sensor saturated or unstable,82229.44488109395,0.1582699034573901,27140917.974358976,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T24,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T25,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T26,DEAD,EXCLUDE,Sensor saturated or unstable,37058139.530968755,0.1065902237688158,97403470.76923077,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T27,DEAD,EXCLUDE,No measurable signal variation,0.05270462766947,0.5270462761676837,99.96025641025638,0.0,True
UNKNOWN071106_015035_0001VRP_PREGNANCY_CHIP_TEST_10_A_CLEANED,Taurus,T28,POOR,MARGINAL,Significant drift persists after baseline correction,133.30405941661093,0.14234282906203596,998739.3564102562,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T1,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T2,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T3,POOR,MARGINAL,Significant drift persists after baseline correction,280.5316831606409,0.1033989470202462,133436.44374999998,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T4,DEAD,EXCLUDE,Sensor saturated or unstable,118511.39964938498,0.09890406448207212,29156718.25,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T5,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T6,POOR,MARGINAL,Significant drift persists after baseline correction,66.88527772788483,0.13836424850614562,21117.79375,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T7,POOR,MARGINAL,Significant drift persists after baseline correction,5.3548867868518055,0.1302892162247873,1719.675,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T8,DEAD,EXCLUDE,Sensor saturated or unstable,254814.79359131437,0.10304723624242128,24776141.5,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T9,POOR,MARGINAL,Significant drift persists after baseline correction,4.626052432810401,0.12708935254938683,1231.5,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T10,POOR,MARGINAL,Significant drift persists after baseline correction,7.012129496055062,0.21509599681084574,1972.20625,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T11,DEAD,EXCLUDE,Sensor saturated or unstable,37154.957075108636,0.03205258603557115,6086496.375,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T12,DEAD,EXCLUDE,Sensor saturated or unstable,21659.72075463463,0.04703593921000889,4725043.71875,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T13,DEAD,EXCLUDE,Sensor saturated or unstable,90694.7213269755,0.1392591066123143,8706871.125,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T14,DEAD,EXCLUDE,Sensor saturated or unstable,136329.5990109597,0.14071795891882263,7847885.40625,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T15,DEAD,EXCLUDE,Sensor saturated or unstable,112139.73302625612,0.033448128143041676,35386391.125,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T16,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T17,POOR,MARGINAL,Significant drift persists after baseline correction,4.204551105647289,0.11877263010269493,1394.09375,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T18,POOR,MARGINAL,Significant drift persists after baseline correction,276.8630519650576,0.10598034449741467,130686.00625,0.0,True
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T19,DEAD,EXCLUDE,No measurable signal variation,0.0,0.0,0.0,0.0,False
UNKNOWN950104_041600_0001VRP_PREGNANCY_CHIP_TEST_10_CLEANED,Taurus,T20,POOR,MARGINAL,Significant drift persists after baseline correction,244.34205442882723,0.1151904838906355,101547.3875,0.0,True
